Key,Data
전일 종가,93.92
금일 변동,93.75-94.07
매출,5.81B
금일 시가,93.85
52주 변동폭,69.08-94.46
주당순이익,1.98
거래량,"2,220,035"
총 시가,27.62B
배당금,"1.08
(1.15%)"
평균 거래량,"2,951,031"
주가수익비율,47.32
베타,0.74
1년 변동률,21.15%
발행주식수,"294,098,094"
다음 실적 발표일,2022년 7월 29일
