Key,Data
전일 종가,91.86
금일 변동,92.55-94.77
매출,306.87B
금일 시가,92.66
52주 변동폭,52.1-94.77
주당순이익,6.02
거래량,"27,172,844"
총 시가,395.52B
배당금,"3.52
(3.75%)"
평균 거래량,"31,693,194"
주가수익비율,15.25
베타,0.98
1년 변동률,55.91%
발행주식수,"4,212,543,236"
다음 실적 발표일,2022년 7월 29일
