Key,Data
전일 종가,68.63
금일 변동,68.67-70.47
매출,41.83B
금일 시가,69.31
52주 변동폭,66.72-106.34
주당순이익,2.61
거래량,"7,278,832"
총 시가,186.88B
배당금,"1.28
(1.83%)"
평균 거래량,"8,327,533"
주가수익비율,26.31
베타,0.87
1년 변동률,-13.16%
발행주식수,"2,668,157,000"
다음 실적 발표일,2022년 6월 22일
