Key,Data
전일 종가,35.64
금일 변동,36.1-37.18
매출,4.06B
금일 시가,36.55
52주 변동폭,34.35-50.64
주당순이익,3.49
거래량,"4,240,398"
총 시가,25.25B
배당금,"1.20
(3.26%)"
평균 거래량,"6,660,117"
주가수익비율,10.21
베타,1.31
1년 변동률,-12.19%
발행주식수,"686,087,463"
다음 실적 발표일,2022년 7월 21일
