Key,Data
전일 종가,173.46
금일 변동,172.56-175.5
매출,2.25B
금일 시가,175.19
52주 변동폭,157.84-231.63
주당순이익,5.15
거래량,"1,093,545"
총 시가,20.8B
배당금,"5.00
(2.85%)"
평균 거래량,"711,884"
주가수익비율,34.07
베타,0.76
1년 변동률,11.63%
발행주식수,"118,629,983"
다음 실적 발표일,2022년 8월 03일
