Key,Data
전일 종가,59.81
금일 변동,58.44-60.48
매출,5.68B
금일 시가,60.47
52주 변동폭,53.87-70.72
주당순이익,3.55
거래량,"927,298"
총 시가,8.75B
배당금,"0.80
(1.34%)"
평균 거래량,"874,958"
주가수익비율,16.87
베타,1.19
1년 변동률,6.51%
발행주식수,"146,084,428"
다음 실적 발표일,2022년 8월 04일
