Key,Data
전일 종가,32.22
금일 변동,31.38-32.8
매출,28.5B
금일 시가,32.46
52주 변동폭,26.11-47.45
주당순이익,5.69
거래량,"2,866,674"
총 시가,21.28B
배당금,"0.96
(2.94%)"
평균 거래량,"3,541,897"
주가수익비율,5.73
베타,1.48
1년 변동률,-22.56%
발행주식수,"649,100,518"
다음 실적 발표일,2022년 8월 11일
