Key,Data
전일 종가,30.66
금일 변동,30.23-30.76
매출,8.57B
금일 시가,30.72
52주 변동폭,24.23-33
주당순이익,1.44
거래량,"4,102,304"
총 시가,19.25B
배당금,"0.68
(2.22%)"
평균 거래량,"5,075,863"
주가수익비율,21.24
베타,0.86
1년 변동률,23.76%
발행주식수,"629,448,787"
다음 실적 발표일,2022년 8월 04일
