Key,Data
전일 종가,319.13
금일 변동,316.11-323.94
매출,263.97B
금일 시가,319.76
52주 변동폭,184.43-339.94
주당순이익,7.16
거래량,"1,333,644"
총 시가,46.93B
배당금,"1.88
(0.58%)"
평균 거래량,"1,238,092"
주가수익비율,45.11
베타,0.63
1년 변동률,59.3%
발행주식수,"145,365,324"
다음 실적 발표일,2022년 7월 28일
