Key,Data
전일 종가,41.65
금일 변동,41.33-42.25
매출,77.7B
금일 시가,41.69
52주 변동폭,40.31-58.41
주당순이익,6.01
거래량,"26,972,984"
총 시가,171.72B
배당금,"1.46
(3.48%)"
평균 거래량,"36,105,631"
주가수익비율,6.93
베타,0.61
1년 변동률,-25.11%
발행주식수,"4,088,661,122"
다음 실적 발표일,2022년 7월 28일
