Key,Data
전일 종가,247.5
금일 변동,247.88-251.05
매출,26.32B
금일 시가,249.68
52주 변동폭,198.64-258.45
주당순이익,10.16
거래량,"2,262,559"
총 시가,132.79B
배당금,"7.76
(3.14%)"
평균 거래량,"3,166,604"
주가수익비율,24.37
베타,0.54
1년 변동률,-1.4%
발행주식수,"534,199,933"
다음 실적 발표일,2022년 8월 02일
