Key,Data
전일 종가,201.74
금일 변동,197.52-204.66
매출,14.03B
금일 시가,204.5
52주 변동폭,195.57-285.61
주당순이익,5.55
거래량,"861,542"
총 시가,38.2B
배당금,"N/A
(N/A)"
평균 거래량,"1,149,539"
주가수익비율,36.40
베타,1.41
1년 변동률,-15.54%
발행주식수,"189,279,035"
다음 실적 발표일,2022년 7월 26일
