Key,Data
전일 종가,176.17
금일 변동,177.59-179.95
매출,10.24B
금일 시가,178.7
52주 변동폭,144.18-194.12
주당순이익,10.37
거래량,"533,719"
총 시가,9.65B
배당금,"2.72
(1.52%)"
평균 거래량,"422,622"
주가수익비율,16.99
베타,0.56
1년 변동률,10.86%
발행주식수,"54,085,077"
다음 실적 발표일,2022년 8월 09일
