Key,Data
전일 종가,96.67
금일 변동,88.26-98.64
매출,18.88B
금일 시가,98.39
52주 변동폭,76.86-164.46
주당순이익,2.68
거래량,"163,260,654"
총 시가,151.52B
배당금,"N/A
(N/A)"
평균 거래량,"110,864,351"
주가수익비율,34.88
베타,1.79
1년 변동률,21.16%
발행주식수,"1,620,507,904"
다음 실적 발표일,2022년 7월 26일
