Key,Data
전일 종가,39.49
금일 변동,38.24-39.57
매출,12.16B
금일 시가,39.25
52주 변동폭,37.96-47.49
주당순이익,0.53
거래량,"11,890,593"
총 시가,56.07B
배당금,"N/A
(N/A)"
평균 거래량,"8,611,046"
주가수익비율,74.66
베타,0.83
1년 변동률,-6.86%
발행주식수,"1,429,571,199"
다음 실적 발표일,2022년 7월 27일
