Key,Data
전일 종가,144.9
금일 변동,147.14-150.38
매출,2.85B
금일 시가,148.49
52주 변동폭,136.31-222.86
주당순이익,7.87
거래량,"1,105,788"
총 시가,26.76B
배당금,"1.08
(0.73%)"
평균 거래량,"1,251,952"
주가수익비율,18.41
베타,1.09
1년 변동률,-21.47%
발행주식수,"179,684,425"
다음 실적 발표일,2022년 7월 15일
