Key,Data
전일 종가,143.38
금일 변동,131.35-144.77
매출,22.6B
금일 시가,143.07
52주 변동폭,119.01-496.71
주당순이익,34.01
거래량,"5,882,504"
총 시가,54.19B
배당금,"N/A
(N/A)"
평균 거래량,"7,115,788"
주가수익비율,4.01
베타,1.67
1년 변동률,-15.61%
발행주식수,"397,759,517"
다음 실적 발표일,2022년 8월 10일
