Key,Data
전일 종가,168.24
금일 변동,168.96-172.85
매출,35.32B
금일 시가,170.25
52주 변동폭,144.44-187.98
주당순이익,15.82
거래량,"1,384,113"
총 시가,41.3B
배당금,"3.72
(2.16%)"
평균 거래량,"1,417,113"
주가수익비율,10.64
베타,0.7
1년 변동률,8.18%
발행주식수,"239,961,002"
다음 실적 발표일,2022년 7월 21일
