Key,Data
전일 종가,109.08
금일 변동,107.45-110.77
매출,2.9B
금일 시가,110.5
52주 변동폭,105.06-148.7
주당순이익,5.2
거래량,"495,816"
총 시가,9.53B
배당금,"1.64
(1.51%)"
평균 거래량,"762,458"
주가수익비율,20.96
베타,1.02
1년 변동률,-20.67%
발행주식수,"87,804,920"
다음 실적 발표일,2022년 7월 28일
