,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 경동나비엔,21.31,16.12,9.42,
1,보통주수정주가(기말),"46,600","52,100","54,900","46,800"
2,EPS,"2,186","3,232","5,826",
3,"펼치기 화장품,의류,완구",32.82,31.76,11.89,11.69
4,보통주시가총액(기말),"791,270","825,472","846,631","735,165"
5,당기순이익(지배),"24,113","25,990","71,152","45,997"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
