,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 E1,N/A,5.08,2.51,
1,보통주수정주가(기말),"48,300","44,650","48,200","49,450"
2,EPS,"-6,293","8,788","19,207",
3,펼치기 유틸리티,N/A,10.12,N/A,N/A
4,보통주시가총액(기말),"277,686","272,001","290,430","291,280"
5,당기순이익(지배),"-16,828","26,882","-36,910","-126,410"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
