,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 STX중공업,N/A,99.20,N/A,
1,보통주수정주가(기말),"3,055","3,860","4,740","4,830"
2,EPS,"-1,278",39,-276,
3,펼치기 조선,N/A,N/A,N/A,N/A
4,보통주시가총액(기말),"256,894","251,212","326,594","368,254"
5,당기순이익(지배),"-9,720","-21,987","-52,023","-3,057"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
