,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 HJ중공업,0.96,7.78,N/A,
1,보통주수정주가(기말),"4,985","7,320","8,040","7,700"
2,EPS,"5,184",940,"-1,679",
3,"펼치기 건설,건축관련",11.12,8.99,10.75,7.76
4,보통주시가총액(기말),"442,678","503,899","583,105","563,097"
5,당기순이익(지배),"39,814","56,053","54,245","53,127"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
