,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 GKL,16.62,N/A,N/A,N/A
1,보통주수정주가(기말),"19,450","16,700","13,150","14,550"
2,EPS,"1,170","-1,040","-1,831",-454
3,"펼치기 호텔,레저서비스",28.44,N/A,N/A,87.26
4,보통주시가총액(기말),"178,055","160,315","168,530","174,054"
5,당기순이익(지배),"6,261","-12,055","-2,910","1,721"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
