,항목,2020,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 NH프라임리츠,29.71,43.34,23.14,
1,보통주수정주가(기말),"4,350",,"4,805","4,960"
2,EPS,146,108,208,
3,펼치기 은행,4.85,4.85,5.60,4.99
4,보통주시가총액(기말),"742,026","742,026","1,186,580","1,245,046"
5,당기순이익(지배),"152,832","152,832","211,310","220,089"
6,펼치기 코스피,22.30,22.30,11.05,9.92
7,보통주시가총액(기말),"18,907,113","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"847,907","847,907","1,905,845","1,837,890"
