,항목,2021,2021,2021,2022(E) 연간컨센서스닫기
0,펼치기 SK리츠,,115.74,108.82,
1,보통주수정주가(기말),,"5,980","6,160","6,920"
2,EPS,0,52,57,
3,펼치기 은행,5.60,5.60,5.60,4.99
4,보통주시가총액(기말),"1,186,580","1,186,580","1,186,580","1,245,046"
5,당기순이익(지배),"211,310","211,310","211,310","220,089"
6,펼치기 코스피,11.05,11.05,11.05,9.92
7,보통주시가총액(기말),"21,081,576","21,081,576","21,081,576","19,822,206"
8,당기순이익(지배),"1,905,845","1,905,845","1,905,845","1,837,890"
