,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 DB,40.19,25.54,8.81,
1,보통주수정주가(기말),880,796,950,966
2,EPS,22,31,108,
3,펼치기 소프트웨어,41.19,44.21,12.16,22.60
4,보통주시가총액(기말),"1,083,152","1,731,243","2,709,744","1,828,694"
5,당기순이익(지배),"26,293","39,202","222,664","72,000"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
