,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SJM홀딩스,9.82,15.19,13.11,
1,보통주수정주가(기말),"3,235","3,050","3,735","3,700"
2,EPS,329,201,285,
3,펼치기 자동차,11.97,32.01,10.64,7.05
4,보통주시가총액(기말),"992,101","1,316,472","1,479,934","1,343,681"
5,당기순이익(지배),"82,821","41,116","138,993","166,235"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
