,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SPC삼립,37.25,N/A,15.11,13.29
1,보통주수정주가(기말),"87,200","72,000","70,800","81,400"
2,EPS,"2,341","-1,444","4,687","6,127"
3,펼치기 필수소비재,23.97,15.33,12.75,10.40
4,보통주시가총액(기말),"543,293","536,228","587,926","600,997"
5,당기순이익(지배),"22,669","34,972","46,119","39,601"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
