,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 광전자,36.08,N/A,17.10,
1,보통주수정주가(기말),"2,155","2,350","3,260","2,610"
2,EPS,60,-274,191,
3,펼치기 IT하드웨어,35.69,132.85,27.17,11.53
4,보통주시가총액(기말),"509,079","678,988","842,719","733,608"
5,당기순이익(지배),"14,264","5,111","30,930","44,901"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
