,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 JW홀딩스,N/A,44.02,N/A,
1,보통주수정주가(기말),"5,998","5,664","3,430","3,890"
2,EPS,-407,129,-39,
3,펼치기 건강관리,173.72,125.67,69.76,30.66
4,보통주시가총액(기말),"1,442,065","3,016,243","2,639,277","2,206,860"
5,당기순이익(지배),"8,301","24,000","37,774","48,756"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
