,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 광주신세계,5.50,5.67,5.53,
1,보통주수정주가(기말),"32,800","30,600","36,200","36,700"
2,EPS,"5,959","5,395","6,549",
3,펼치기 소매(유통),60.69,176.05,8.35,8.72
4,보통주시가총액(기말),"249,353","231,787","252,940","249,860"
5,당기순이익(지배),"4,109","1,317","30,120","23,752"
6,펼치기 코스피,19.79,22.30,11.05,9.92
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,당기순이익(지배),"714,894","847,907","1,905,845","1,837,890"
