,Knee,Shoulder,AvgNumMonth,Prec,Recall,Accuracy,FScore,AltCostScore,IniAsset,FinalAsset,CAGR,MDD
0,0.02,-0.02,2,83.92857142857143,78.33333333333333,76.0,81.03448275862068,85.58409673410424,1000000,18976419.0,42.058339431824045,12.25761348902719
