마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,14298,12756,13118,12915
총 이익,4193,3779,3826,3726
영업 이익,2108,1639,1814,1835
순이익,1246,906,1116,1049
총 자산,12279,10710,9687,9135
총부채,15904,14542,7987,7566
총자본,-3625,-3832,1700,1569
영업활동 현금,1750,1480,1469,1550
투자활동현금흐름,-89,-353,-203,-201
재무활동 현금,58,-844,-1133,-1497
현금순변동,1676,342,113,-225
