마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,5896,4519.48,3460.44,2608.82
총 이익,4543,3532.37,2663.79,1986.16
영업 이익,254,152.25,42.12,-46.49
순이익,230,118.5,626.7,-26.7
총 자산,10798,8715.06,6022.43,3879.14
총부채,7103,5880.58,3894.49,2767.94
총자본,3695,2834.48,2127.94,1111.2
영업활동 현금,2191,1786.6,1235.97,811.09
투자활동현금흐름,-1607,-1506.87,-724.48,-347.42
재무활동 현금,-506,596.65,-301.86,-607.43
현금순변동,53,901.44,209.45,-159.29
