마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,16802,13834,15146,15374
총 이익,6557,6091,6527,6373
영업 이익,1711,1440,1693,1732
순이익,1439,1059,1243,1341
총 자산,21351,19556,17708,16015
총부채,15065,13867,12424,11385
총자본,6286,5689,5284,4630
영업활동 현금,1562,2110,2080,1467
투자활동현금흐름,-2404,-1447,-1009,-764
재무활동 현금,93,-59,-758,-1205
현금순변동,-821,610,314,-534
