마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,11888,9913,10735,9823
총 이익,8207,6467,7586,6987
영업 이익,1199,-80,1518,1506
순이익,1040,-81,4700,1671
총 자산,32229,30777,30565,20999
총부채,15607,15451,16688,12273
총자본,16622,15326,13877,8726
영업활동 현금,1871,1508,1836,309
투자활동현금흐름,-1597,-411,-5041,-1921
재무활동 현금,-95,293,2973,1432
현금순변동,173,1388,-222,-188
