마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,7656.1,6090.3,5764.6,5485.1
총 이익,2752.7,2174.8,2056.5,1969.5
영업 이익,1090.4,801.4,698.5,595.2
순이익,772.4,553.1,431.9,389.6
총 자산,7936.2,7358.7,6291.3,5964.6
총부채,4871.4,4583.2,3864.7,3786.4
총자본,3064.8,2775.5,2426.6,2178.2
영업활동 현금,688.7,825.7,637.2,604
투자활동현금흐름,-207.1,-923.5,-127.6,-634.3
재무활동 현금,-428.6,111.6,-389.7,-6.8
현금순변동,51.1,30.1,124.2,-52.3
