마감 기준:,2022년 01월 01일,2021년 01월 02일,2019년 12월 28일,2018년 12월 29일
총매출,8408.3,6971.5,7070.1,7159
총 이익,2312.8,1923.3,1904.1,1915.5
영업 이익,988.5,739.2,250.6,659.6
순이익,740.1,555.9,303.6,467.4
총 자산,7971.6,6083.9,5488.8,5177.5
총부채,6047.2,4599,4284.8,4222.4
총자본,1924.4,1484.9,1204,955.1
영업활동 현금,1046.8,751.3,746.5,457.9
투자활동현금흐름,-1737.9,-554.2,-251,-232.5
재무활동 현금,604.3,-207.7,-470.3,-208.1
현금순변동,-89.6,-1.4,21.7,7.6
