마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,7822,7556.1,8200,4363.55
총 이익,2422,2137.1,2278,1233.88
영업 이익,876,744.5,663.1,473.44
순이익,558,414.4,326.7,294.94
총 자산,18454,18454.5,18944.2,8649.23
총부채,8253,8332.2,8987.7,5784.1
총자본,10201,10122.3,9956.5,2865.13
영업활동 현금,1073,783.7,1015.5,314.67
투자활동현금흐름,-540,-155.4,-3177.8,-147.29
재무활동 현금,-653,-619,461.5,1978.11
현금순변동,-126,-5.5,-1738.1,2108.95
