마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,1440.56,1495.75,1460.15,1400.05
총 이익,995.3,1055.35,1062.46,1014.72
영업 이익,510.99,468.56,484.83,450.13
순이익,488.55,568.87,439.29,390.15
총 자산,12997.87,12936.18,12705.41,12383.6
총부채,7004.27,6935.77,6484.98,6116.52
총자본,5993.6,6000.41,6220.43,6267.07
영업활동 현금,905.26,803.11,919.08,826.55
투자활동현금흐름,-397.4,-416.9,-527.69,-59.89
재무활동 현금,-533.26,-383.26,-461.69,-676.39
현금순변동,-25.4,2.95,-70.3,90.27
