마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,29899,17095,47007,44438
총 이익,11547,4615,25872,23248
영업 이익,1567,-12469,6618,5264
순이익,280,-12385,4767,3935
총 자산,72459,71996,64532,60266
총부채,68572,70462,49174,46579
총자본,3887,1534,15358,13687
영업활동 현금,3264,-3793,8425,7014
투자활동현금흐름,-898,-9238,-4563,-4393
재무활동 현금,-3852,19356,-2880,-1726
현금순변동,-1486,6325,982,895
