마감 기준:,2022년 01월 01일,2021년 01월 02일,2020년 01월 04일,2018년 12월 29일
총매출,12382,11651,13630,13972
총 이익,2085,1557,2224,2378
영업 이익,856,365,1000,1474
순이익,746,309,815,1222
총 자산,15827,15443,15018,14264
총부채,9012,9598,9500,9072
총자본,6815,5845,5518,5192
영업활동 현금,1598,768,1014,1107
투자활동현금흐름,-281,-248,-266,620
재무활동 현금,-1446,360,-502,-1864
현금순변동,-137,897,250,-155
