마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,9524,9361,8899,8176
총 이익,1368,1670,1531,1791
영업 이익,513,799,736,951
순이익,544,696,549,836
총 자산,10627,8157,7031,6383
총부채,7819,6256,5443,4867
총자본,2808,1901,1588,1516
영업활동 현금,760,1093,896,914
투자활동현금흐름,-1954,-759,-627,-476
재무활동 현금,1309,103,-434,-899
현금순변동,115,437,-165,-461
