마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,7730.3,6658.2,6964.3,7014.6
총 이익,1873,1386.3,1644,1645.3
영업 이익,1182.5,723.9,1053.7,1067.7
순이익,841.1,461,696.4,738
총 자산,7836.8,7433.2,7235.8,6569.7
총부채,4229.6,4186.9,4164.8,3897.3
총자본,3607.2,3246.3,3071,2672.4
영업활동 현금,1094.1,1032.8,1207.4,1180.1
투자활동현금흐름,-794.4,-426.1,-546.6,-608.2
재무활동 현금,-655.6,-311.6,-342.8,-427.3
현금순변동,-355.9,295.1,318,144.6
