마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,3952.58,2471.94,2406.8,1966.49
총 이익,2935.36,1763.23,1743.9,1447.87
영업 이익,1019.8,387.17,542.49,466.56
순이익,772.02,1775.89,442.78,400.24
총 자산,5942.11,4829.68,2500.7,2052.46
총부채,2319.4,1595.82,1154.53,799.57
총자본,3622.71,3233.86,1346.17,1252.89
영업활동 현금,1172.54,662.17,747.27,554.68
투자활동현금흐름,-563.43,-231.51,-350.44,6.93
재무활동 현금,-458.33,-30.81,-485.54,-369.43
현금순변동,138.66,410.34,-86.43,187.44
