마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,12733.1,11790.2,14906.3,14668.2
총 이익,5211.2,4920.1,6208.6,6059.3
영업 이익,1528.3,1311.9,2004.1,1947
순이익,1129.9,-1205.1,1558.9,1429.1
총 자산,21206.4,18126,20869.1,20074.5
총부채,13982.2,11959.5,12183.8,12071.3
총자본,7224.2,6166.5,8685.3,8003.2
영업활동 현금,2061.9,1860.2,2420.7,2277.7
투자활동현금흐름,-4579.7,-414.5,-1199.1,-1030
재무활동 현금,1603.2,-341.8,-1349.6,-1172.7
현금순변동,-900.3,1073.8,-107.6,82.6
