마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,10187.8,9595.8,10089.4,8058.2
영업 이익,894.8,671.8,828.1,433.8
순이익,1372.4,441.8,382.6,251
총 자산,33911.5,44649.9,44291.2,41089.3
총부채,28421.8,38698.5,38638.4,35977.3
총자본,5489.7,5951.4,5652.8,5112
영업활동 현금,781.7,1342,1413.4,656.7
투자활동현금흐름,157.6,-735.2,-619.8,-2202.5
재무활동 현금,-1089.8,-264.8,-179.2,1838
현금순변동,-173.8,361.5,613.1,257.2
