마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,7329,6418,6845,6873
영업 이익,1146,1214,1239,1162
순이익,1353,755,680,657
총 자산,28753,29666,26837,24529
총부채,22122,24170,21819,19774
총자본,6631,5496,5018,4755
영업활동 현금,1819,1276,1790,1703
투자활동현금흐름,-1233,-2867,-2816,-2606
재무활동 현금,-295,1619,1008,874
현금순변동,291,28,-18,-29
