마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,2809.56,2537.16,2595.36,2448.38
총 이익,1549.6,1324.87,1491.61,1384.44
영업 이익,615.11,423.07,418.43,321.7
순이익,485.37,335.32,461.47,200.8
총 자산,6871.72,7152.56,6309.82,6277.99
총부채,3116.97,3816.1,3330.5,3738.01
총자본,3754.75,3336.46,2979.32,2539.98
영업활동 현금,651.42,436.41,439.52,437.38
투자활동현금흐름,156.74,-837.78,-73.48,-196.39
재무활동 현금,-715.82,455.16,-418.84,-206.43
현금순변동,69.2,74.8,-56.08,23.6
