마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,13811,11781,11474,11635
총 이익,2726,2458,2269,2298
영업 이익,1278,962,932,935
순이익,878,585,566,454
총 자산,19714,18252,17360,16554
총부채,16087,14977,14411,13096
총자본,3627,3275,2949,3458
영업활동 현금,1760,1432,1548,1566
투자활동현금흐름,-1639,-1181,-422,-206
재무활동 현금,-894,-602,-46,-1040
현금순변동,-802,-425,1078,269
