마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,11656,5084.24,5140.08,3977.54
총 이익,3735,2085.87,2112.75,1682.71
영업 이익,585,566.48,665.27,545.07
순이익,270,363.23,455.87,334.45
총 자산,39658,13555.67,13287.41,12889.4
총부채,18576,7244.52,7070.11,6856.44
총자본,21082,6311.15,6217.3,6032.95
영업활동 현금,1437,714.1,698.97,437.57
투자활동현금흐름,-18,-187.46,-225.87,-5013.23
재무활동 현금,-1304,-511.57,-505.06,4870.7
현금순변동,56,35.93,-24.58,280.48
