마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,6027,4081.76,3530.89,2714.89
순이익,1833,1208.37,1136.86,973.84
총 자산,211478,115511.01,71004.9,56927.98
총부채,195242,107291.31,64534.6,51811.77
총자본,16236,8219.7,6470.31,5116.21
영업활동 현금,1812,1445.49,1164.13,933.56
투자활동현금흐름,-90336,-31205.72,-9371.88,-4800.38
재무활동 현금,85468,40653.21,11418,4515.28
현금순변동,-3056,10892.98,3210.24,648.46
