마감 기준:,2022년 01월 29일,2021년 01월 30일,2020년 02월 01일,2019년 02월 02일
총매출,106005,93561,78112,75356
총 이익,31042,27610,23248,22057
영업 이익,9281,6027,4648,4110
순이익,6946,4368,3281,2937
총 자산,53811,51248,42779,41290
총부채,40984,36808,30946,29993
총자본,12827,14440,11833,11297
영업활동 현금,8625,10525,7117,5973
투자활동현금흐름,-3154,-2591,-2944,-3416
재무활동 현금,-8071,-2000,-3152,-3644
현금순변동,-2600,5934,1021,-1087
