마감 기준:,2021년 04월 30일,2020년 04월 24일,2019년 04월 26일,2018년 04월 27일
총매출,5744,5412,6146,5919
총 이익,3815,3623,3945,3709
영업 이익,1017,935,1221,1158
순이익,730,819,1169,116
총 자산,9360,7522,8741,9991
총부채,8675,7280,7651,7715
총자본,685,242,1090,2276
영업활동 현금,1333,1060,1341,1478
투자활동현금흐름,21,1269,704,-21
재무활동 현금,444,-1960,-2631,-986
현금순변동,1869,335,-616,497
