마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,6584,5652,5597,5688
총 이익,3166,2687,2814,2658
영업 이익,2138,1501,1930,2296
순이익,1575,904,1294,1542
총 자산,5966,5852,5231,4130
총부채,14339,13743,13247,12056
총자본,-8373,-7891,-8016,-7926
영업활동 현금,1706,1305,1315,1176
투자활동현금흐름,-173,-335,-88,313
재무활동 현금,-1767,-738,-938,-2620
현금순변동,-253,256,294,-1194
