마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,292111,268706,256776,194579
총 이익,116308,104725,98057,38132
영업 이익,12741,12471,11908,4021
순이익,7910,7179,6634,-594
총 자산,232999,230715,222449,196456
총부채,157924,161326,158585,138231
총자본,75075,69389,63864,58225
영업활동 현금,18265,15865,12848,8865
투자활동현금흐름,-5261,-5534,-3339,-43285
재무활동 현금,-11356,-7696,-7850,36819
현금순변동,1648,2635,1659,2395
